postcode	placeId	name	latitude	longitude	types	vicinity	source
S14	osm_480847331	Ann Summers	53.4135003	-1.4117252	erotic		osm
S14	osm_480853626	Apple Store	53.4139493	-1.4113486	electronics		osm
S14	osm_480372644	Arkwrights Emporium	53.4143158	-1.4130379	antiques		osm
S14	geograph_2183257	Attercliffe - Steelworks at East Coast Road Bridge	53.394726	-1.441451	geograph		geograph
S14	osm_480822958	Bagz	53.414203	-1.4129042	bag		osm
S14	osm_480853622	Bershka	53.4139762	-1.4110148	clothes		osm
S14	osm_480417407	Boost	53.4124776	-1.4132336	kiosk		osm
S14	osm_480405001	Boost Juice Bar	53.4144125	-1.4111368	kiosk		osm
S14	osm_1950684514	Bose	53.4140132	-1.4122454	hifi	High Street	osm
S14	osm_480222388	Boux Avenue	53.4141776	-1.4119166	erotic		osm
S14	osm_480222372	BROWS.	53.4133844	-1.4124112	beauty	High Street	osm
S14	osm_480208218	Build-A-Bear Workshop	53.4137778	-1.4123835	toys		osm
S14	osm_480380761	Carluccio's	53.4140741	-1.4126228	restaurant	The Oasis	osm
S14	osm_480380759	ChaoBaby	53.4140972	-1.4129293	restaurant	The Oasis	osm
S14	osm_480225474	Claire's	53.4144165	-1.4114423	beauty		osm
S14	osm_480405012	Clintons	53.4139866	-1.4112634	gift		osm
S14	osm_480380753	Coal	53.4142394	-1.4138043	restaurant	The Oasis	osm
S14	osm_480824485	Crystal Amaze	53.4141606	-1.4126871	gift		osm
S14	osm_480405007	F.Hinds	53.4138425	-1.4117298	jewelry		osm
S14	osm_480222373	Flying Tiger Copenhagen	53.413439	-1.412403	variety_store		osm
S14	osm_1041980687	Foot Locker	53.4136048	-1.4123781	shoes		osm
S14	osm_480225472	Footasylum	53.4141177	-1.4120426	shoes		osm
S14	osm_480222371	Fragrance Shop	53.4133292	-1.4124195	cosmetics		osm
S14	osm_480363635	Garage Shoes	53.413015	-1.4127092	shoes		osm
S14	osm_480380748	Giraffe	53.4137934	-1.4137465	restaurant	The Oasis	osm
S14	osm_480225473	Goldsmiths	53.4142367	-1.4117954	pawnbroker		osm
S14	osm_137990615	Halifax	53.4132748	-1.413237	bank		osm
S14	osm_145730926	Hamleys	53.4140902	-1.4123317	toys		osm
S14	osm_117981173	Hammonds	53.41285	-1.4178374	furniture	Meadowhall Road	osm
S14	osm_480380758	Handmade Burger Co.	53.41429	-1.413038	restaurant	The Oasis	osm
S14	osm_480826880	Harpers	53.4137075	-1.4131001	fast_food	The Oasis	osm
S14	osm_480208225	Harvester	53.4143363	-1.413406	restaurant	Sheffield	osm
S14	osm_480826883	Hey Potato!	53.4137359	-1.4134044	fast_food	The Oasis	osm
S14	osm_480847327	Holister Co.	53.4131822	-1.4116507	clothes		osm
S14	osm_12361761459	IKEA Restaurant	53.4077763	-1.4105523	fast_food		osm
S14	osm_1041980688	iSmash	53.41366	-1.4123697	mobile_phone		osm
S14	osm_480847319	Jack & Jones	53.4136477	-1.4117211	clothes		osm
S14	osm_480225467	Jane Plum Interiors	53.414676	-1.4119303	furniture		osm
S14	osm_480222381	Jessops	53.413234	-1.4125639	camera		osm
S14	osm_480822961	Kringle Candle	53.4140916	-1.4127378	gift		osm
S14	osm_1041980689	Lacoste	53.4137148	-1.4123615	clothes		osm
S14	osm_480380746	Las Iguanas	53.4140352	-1.4138065	restaurant	The Oasis	osm
S14	osm_480363624	Love Aroma	53.4130076	-1.4125067	kiosk		osm
S14	osm_480227700	Love Koffee	53.4124799	-1.4130877	cafe	The Oasis	osm
S14	osm_480222380	Lovisa	53.4132256	-1.4123884	jewelry		osm
S14	osm_480227706	Max Spielmann	53.4128572	-1.4125014	photo		osm
S14	osm_22716663	Meadowhall	53.4138341	-1.4114143	mall		osm
S14	osm_4737760381	Meadowhall	53.4119643	-1.4129213	taxi		osm
S14	osm_116505043	Mercedes-Benz	53.4090794	-1.4098185	car		osm
S14	osm_480419557	Milano Couture	53.4129317	-1.4128074	clothes		osm
S14	osm_480853631	Mobile Bitz	53.4131041	-1.4118625	mobile_phone		osm
S14	osm_480821322	Music Box	53.4143146	-1.4132222	hifi		osm
S14	osm_1062299338	Next Garden	53.4105811	-1.4074693	garden_centre		osm
S14	osm_358719060	Next Home	53.4108472	-1.4074663	houseware		osm
S14	osm_137990597	Oasis	53.4139983	-1.4132185	food_court		osm
S14	osm_480847325	Office	53.413319	-1.4117737	stationery		osm
S14	osm_480824491	Olivier's Childrens Wear	53.4142677	-1.4128448	clothes		osm
S14	osm_480417408	Optical Express	53.4125469	-1.4130057	optician		osm
S14	osm_480847320	Platform 2	53.4135433	-1.4118131	jewelry		osm
S14	osm_116505042	Porsche	53.4082035	-1.4113993	car		osm
S14	osm_480363632	Quiz	53.4130202	-1.4128008	clothes		osm
S14	osm_117981185	Rag n Bone	53.4100907	-1.4202946	antiques	Weedon Street	osm
S14	osm_480822962	RED5	53.4140805	-1.4127936	toys		osm
S14	osm_480419551	Reiker	53.4128435	-1.4128875	shoes		osm
S14	osm_1041980686	Schuh	53.4134658	-1.412399	shoes		osm
S14	osm_480417410	Sharps	53.4128722	-1.4118899	furniture		osm
S14	osm_480825448	Sheffield Wednesday	53.4140247	-1.4124538	sports		osm
S14	osm_480826882	Shere Khan	53.4137092	-1.4133197	fast_food		osm
S14	osm_480853628	Size?	53.4138276	-1.4117043	clothes		osm
S14	osm_1041980690	Sky	53.4137778	-1.4123835	telecommunication		osm
S14	osm_117981160	Speedy Services	53.4153295	-1.4149339	tool_hire	Meadowhall Road	osm
S14	geograph_2980285	Steel cutting firm, Grimesthorpe	53.403593	-1.434867	geograph		geograph
S14	osm_4734176543	Steelworkers	53.4119005	-1.4132418	artwork		osm
S14	geograph_4942672	Steelworks	53.395781	-1.436475	geograph		geograph
S14	osm_480227702	Supercuts	53.4127041	-1.4130528	hairdresser		osm
S14	osm_480822956	Sweet Tradition	53.4141254	-1.4128562	confectionery	Meadowhall Way	osm
S14	osm_480380751	Tapas Revolution	53.4136862	-1.4134253	restaurant		osm
S14	osm_480826886	Tasty Plaice	53.4137915	-1.4135045	fast_food	The Oasis	osm
S14	osm_480405008	Tessuti	53.4140745	-1.4110694	clothes		osm
S14	osm_480380745	TGI Fridays	53.4137406	-1.4128128	restaurant	The Oasis	osm
S14	osm_12307507846	The Looping Boat	53.4065066	-1.4086751	artwork		osm
S14	osm_480419564	The North Face	53.4130486	-1.4127921	clothes		osm
S14	osm_480227701	The Perfume Shop	53.4125976	-1.4130707	perfumery		osm
S14	osm_480208222	The Steel Foundry	53.4141882	-1.4137078	pub	The Oasis, Meadowhall Centre	osm
S14	osm_480821324	The Watch Hospital	53.4142017	-1.4130778	jewelry		osm
S14	osm_480222378	Thérapie	53.41366	-1.4123697	beauty		osm
S14	osm_480380749	Three Joes	53.4137214	-1.4136329	restaurant	Meadowhall Way	osm
S14	osm_206130650	Tile Depot	53.4078001	-1.4130423	tiles		osm
S14	osm_1041980685	Timberland	53.4133844	-1.4124112	clothes		osm
S14	osm_480824489	Tool Shed	53.4140623	-1.4126052	hardware		osm
S14	osm_480225475	Typo	53.4142958	-1.4116732	stationery		osm
S14	osm_480419554	Uomo by Santoro Milan	53.4128883	-1.4128445	clothes		osm
S14	osm_137990567	Vanilla	53.4129001	-1.413101	clothes		osm
S14	osm_480847323	Vans	53.4134311	-1.4117543	shoes		osm
S14	osm_480208212	Victoria's Secret	53.4141713	-1.4108053	clothes		osm
S14	osm_480405006	Vodafone	53.4137633	-1.411692	mobile_phone		osm
S14	osm_137990562	Vue	53.4146181	-1.4135253	cinema	The Oasis	osm
S14	osm_480826884	Yangtze	53.4137509	-1.4134695	fast_food	The Oasis	osm
S14	osm_480363629	Yours	53.4130256	-1.4128957	clothes		osm
S14	osm_480821325	Zen Gifts	53.4142382	-1.413065	gift		osm
